,audio,sentence
3348,"{'array': array([array([ 0.00652144,  0.0097219 ,  0.00878788, ...,  0.02585552,
              -0.01134538, -0.00336654], dtype=float32)               ,
       array([ 0.00652144,  0.0097219 ,  0.00878788, ...,  0.02585552,
              -0.01134538, -0.00336654], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44188922_16063469.wav', 'sampling_rate': 16000}",Surgical wound infections
3349,"{'array': array([array([-1.6969143e-04, -3.0716727e-04, -2.6785143e-04, ...,
               3.4267979e-04,  2.3509354e-04,  5.4985361e-05], dtype=float32),
       array([-1.6969143e-04, -3.0716727e-04, -2.6785143e-04, ...,
               3.4267979e-04,  2.3509354e-04,  5.4985361e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43665783_97238538.wav', 'sampling_rate': 16000}",When I walk it's hard to breath.
3350,"{'array': array([array([ 1.5927017e-03,  2.4639464e-03,  2.3773222e-03, ...,
               1.9754424e-04, -9.5506599e-05, -1.7143290e-04], dtype=float32),
       array([ 1.5927017e-03,  2.4639464e-03,  2.3773222e-03, ...,
               1.9754424e-04, -9.5506599e-05, -1.7143290e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43172391_35936151.wav', 'sampling_rate': 16000}",Every time it rains I get hives on my belly and sides.
3351,"{'array': array([array([ 0.00104163,  0.00184171,  0.00232714, ...,  0.00027395,
              -0.00051498, -0.00023628], dtype=float32)               ,
       array([ 0.00104163,  0.00184171,  0.00232714, ...,  0.00027395,
              -0.00051498, -0.00023628], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43698316_101462703.wav', 'sampling_rate': 16000}",I have pain in my chest that saddens me.
3352,"{'array': array([array([-2.4081809e-03, -3.6186571e-03, -2.3732730e-03, ...,
              -1.4492450e-03, -8.0708263e-04, -5.0892744e-05], dtype=float32),
       array([-2.4081809e-03, -3.6186571e-03, -2.3732730e-03, ...,
              -1.4492450e-03, -8.0708263e-04, -5.0892744e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_18172663_27066696.wav', 'sampling_rate': 16000}",When I stand up too quickly I start to feel dizzy and light-headed
3353,"{'array': array([array([ 0.00103916,  0.00137637,  0.00080319, ..., -0.00061815,
              -0.00031291, -0.00227358], dtype=float32)               ,
       array([ 0.00103916,  0.00137637,  0.00080319, ..., -0.00061815,
              -0.00031291, -0.00227358], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41221824_54896504.wav', 'sampling_rate': 16000}",Hearing any loud sounds makes my ear aches
3354,"{'array': array([array([0.01958232, 0.02836342, 0.02865698, ..., 0.03471701, 0.03992105,
              0.04315063], dtype=float32)                                     ,
       array([0.01958232, 0.02836342, 0.02865698, ..., 0.03471701, 0.03992105,
              0.04315063], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43951421_101245040.wav', 'sampling_rate': 16000}",I feel lightheaded when I stand up
3355,"{'array': array([array([-0.00203156, -0.00197196, -0.00281485, ...,  0.00100278,
              -0.00063303,  0.00049276], dtype=float32)               ,
       array([-0.00203156, -0.00197196, -0.00281485, ...,  0.00100278,
              -0.00063303,  0.00049276], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39740177_95176663.wav', 'sampling_rate': 16000}",i have issue with my skin
3356,"{'array': array([array([-0.01149563, -0.02933803, -0.0319277 , ..., -0.02080378,
              -0.01033066, -0.00240102], dtype=float32)               ,
       array([-0.01149563, -0.02933803, -0.0319277 , ..., -0.02080378,
              -0.01033066, -0.00240102], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_40184183_53822554.wav', 'sampling_rate': 16000}",I feel pain in my throat
3357,"{'array': array([array([-0.00032077, -0.00048244,  0.00045331, ...,  0.00174634,
               0.00087805, -0.00058564], dtype=float32)               ,
       array([-0.00032077, -0.00048244,  0.00045331, ...,  0.00174634,
               0.00087805, -0.00058564], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29713479_51627504.wav', 'sampling_rate': 16000}",When I stand I feel dizzy I do not know why
3358,"{'array': array([array([-8.9524696e-03, -6.1776056e-03,  4.5729477e-05, ...,
               5.9598922e-03,  6.7973677e-03,  3.7316550e-03], dtype=float32),
       array([-8.9524696e-03, -6.1776056e-03,  4.5729477e-05, ...,
               5.9598922e-03,  6.7973677e-03,  3.7316550e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44259428_89970708.wav', 'sampling_rate': 16000}",I have a sharp pain in my neck
3359,"{'array': array([array([-0.00429587, -0.01065095, -0.01455247, ...,  0.00125853,
              -0.00057662, -0.00017434], dtype=float32)               ,
       array([-0.00429587, -0.01065095, -0.01455247, ...,  0.00125853,
              -0.00057662, -0.00017434], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41150153_38743740.wav', 'sampling_rate': 16000}",Since I went into the forest  I have pain on my ear
3360,"{'array': array([array([ 0.04110527,  0.07226533,  0.06179725, ...,  0.02000899,
               0.00202097, -0.00363179], dtype=float32)               ,
       array([ 0.04110527,  0.07226533,  0.06179725, ...,  0.02000899,
               0.00202097, -0.00363179], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43698316_83095930.wav', 'sampling_rate': 16000}","I think there's something wrong with my wound, it does not seem to heal like it should."
3361,"{'array': array([array([-5.6475392e-06, -1.6150803e-05, -3.1757194e-05, ...,
               2.1033560e-05, -8.7271665e-06, -4.5099565e-05], dtype=float32),
       array([-5.6475392e-06, -1.6150803e-05, -3.1757194e-05, ...,
               2.1033560e-05, -8.7271665e-06, -4.5099565e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_18985376_69007779.wav', 'sampling_rate': 16000}",My heart hurts when I exercise
3362,"{'array': array([array([ 8.6036289e-11,  4.4290733e-08, -5.0200203e-08, ...,
               2.7797410e-06, -6.0490620e-06, -2.2855822e-05], dtype=float32),
       array([ 8.6036289e-11,  4.4290733e-08, -5.0200203e-08, ...,
               2.7797410e-06, -6.0490620e-06, -2.2855822e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_1853182_18541998.wav', 'sampling_rate': 16000}",glass broken and wound my leg badly the wound is so wide
3363,"{'array': array([array([ 0.00014221,  0.00016846,  0.00013027, ..., -0.00026311,
               0.00042963,  0.00011931], dtype=float32)               ,
       array([ 0.00014221,  0.00016846,  0.00013027, ..., -0.00026311,
               0.00042963,  0.00011931], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_2171654_71143170.wav', 'sampling_rate': 16000}",i have injured myself during the soccer match
3364,"{'array': array([array([ 0.00175948,  0.00281858,  0.00262447, ..., -0.00050807,
              -0.00056061, -0.00049011], dtype=float32)               ,
       array([ 0.00175948,  0.00281858,  0.00262447, ..., -0.00050807,
              -0.00056061, -0.00049011], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39154234_59805958.wav', 'sampling_rate': 16000}",In the morning my respiration is loud.
3365,"{'array': array([array([0.01126899, 0.01782007, 0.01610429, ..., 0.0133874 , 0.01670841,
              0.00548262], dtype=float32)                                     ,
       array([0.01126899, 0.01782007, 0.01610429, ..., 0.0133874 , 0.01670841,
              0.00548262], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_39142299_78450663.wav', 'sampling_rate': 16000}",How do you know if you have a torn meniscus in your knee?
3366,"{'array': array([array([-0.04668801, -0.07667695, -0.07211886, ..., -0.02827247,
              -0.02959051, -0.01586267], dtype=float32)               ,
       array([-0.04668801, -0.07667695, -0.07211886, ..., -0.02827247,
              -0.02959051, -0.01586267], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41150153_42066196.wav', 'sampling_rate': 16000}",There is a tingling sensation in my neck.
3367,"{'array': array([array([-0.01287274, -0.02146093, -0.01746564, ..., -0.01332571,
              -0.01582359, -0.00585266], dtype=float32)               ,
       array([-0.01287274, -0.02146093, -0.01746564, ..., -0.01332571,
              -0.01582359, -0.00585266], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29713479_61675069.wav', 'sampling_rate': 16000}",I have found some issues in my skin and tried to use cream but it doesn't get better
3368,"{'array': array([array([-0.00062307, -0.00087969,  0.00126305, ...,  0.01242074,
               0.00148679, -0.00501034], dtype=float32)               ,
       array([-0.00062307, -0.00087969,  0.00126305, ...,  0.01242074,
               0.00148679, -0.00501034], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44027675_78690822.wav', 'sampling_rate': 16000}",I feel back pain when I carry heavy things
3369,"{'array': array([array([-1.5368300e-04, -2.9879349e-04, -3.8624930e-04, ...,
               9.7250950e-07,  1.2865094e-04,  1.7195172e-04], dtype=float32),
       array([-1.5368300e-04, -2.9879349e-04, -3.8624930e-04, ...,
               9.7250950e-07,  1.2865094e-04,  1.7195172e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43105396_97406490.wav', 'sampling_rate': 16000}",i have pain but i can't specify place
3370,"{'array': array([array([-0.00119752,  0.00025056, -0.00799305, ..., -0.01968741,
              -0.02178808, -0.02140363], dtype=float32)               ,
       array([-0.00119752,  0.00025056, -0.00799305, ..., -0.01968741,
              -0.02178808, -0.02140363], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_15965551_50224784.wav', 'sampling_rate': 16000}",My entire body is freezing.
3371,"{'array': array([array([-0.00023255, -0.00033199, -0.00022277, ..., -0.0015234 ,
              -0.00184784, -0.00083216], dtype=float32)               ,
       array([-0.00023255, -0.00033199, -0.00022277, ..., -0.0015234 ,
              -0.00184784, -0.00083216], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_22423108_39530740.wav', 'sampling_rate': 16000}",when i raise my hand i feel pain in my shoulder.
3372,"{'array': array([array([-0.00148018, -0.00307261, -0.00377238, ..., -0.00190219,
              -0.00165819, -0.00134139], dtype=float32)               ,
       array([-0.00148018, -0.00307261, -0.00377238, ..., -0.00190219,
              -0.00165819, -0.00134139], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_21665495_60287853.wav', 'sampling_rate': 16000}",I can't stop coughing
3373,"{'array': array([array([0.00852492, 0.00427839, 0.00544284, ..., 0.01128847, 0.00994379,
              0.00375835], dtype=float32)                                     ,
       array([0.00852492, 0.00427839, 0.00544284, ..., 0.01128847, 0.00994379,
              0.00375835], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44197979_85270905.wav', 'sampling_rate': 16000}",When i'm doing sport I have pain under my skin
3374,"{'array': array([array([-2.8201754e-03, -5.1795957e-03, -3.4868154e-03, ...,
              -5.1738822e-04, -3.9032409e-05,  2.1644932e-04], dtype=float32),
       array([-2.8201754e-03, -5.1795957e-03, -3.4868154e-03, ...,
              -5.1738822e-04, -3.9032409e-05,  2.1644932e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44084500_59938602.wav', 'sampling_rate': 16000}",There is a sharp pain in my calve.
3375,"{'array': array([array([ 2.2363069e-05, -3.9380980e-06, -2.8112222e-06, ...,
               2.3812869e-05,  2.8873390e-05,  2.3100069e-05], dtype=float32),
       array([ 2.2363069e-05, -3.9380980e-06, -2.8112222e-06, ...,
               2.3812869e-05,  2.8873390e-05,  2.3100069e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_1853182_105033949.wav', 'sampling_rate': 16000}",I break out on my face very frequently
3376,"{'array': array([array([ 9.0697285e-05,  2.0884193e-04,  9.5685369e-05, ...,
               1.0199908e-04,  1.4251498e-05, -6.8438851e-05], dtype=float32),
       array([ 9.0697285e-05,  2.0884193e-04,  9.5685369e-05, ...,
               1.0199908e-04,  1.4251498e-05, -6.8438851e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35832653_96378627.wav', 'sampling_rate': 16000}",My back hurts so much I can't bend down to tie my shoelaces.
3377,"{'array': array([array([-1.0889696e-05, -3.9816629e-07,  7.7701873e-07, ...,
              -1.1086049e-06,  4.9529672e-07, -1.7723249e-07], dtype=float32),
       array([-1.0889696e-05, -3.9816629e-07,  7.7701873e-07, ...,
              -1.1086049e-06,  4.9529672e-07, -1.7723249e-07], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_28006404_19542824.wav', 'sampling_rate': 16000}",When I carry heavy things i feel like breaking my back
3378,"{'array': array([array([-0.00653145, -0.00612367, -0.00427016, ..., -0.01095034,
              -0.01115952, -0.01211439], dtype=float32)               ,
       array([-0.00653145, -0.00612367, -0.00427016, ..., -0.01095034,
              -0.01115952, -0.01211439], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43995026_61970481.wav', 'sampling_rate': 16000}",I have front head pain and when I get it the light bothers me.
3379,"{'array': array([array([-0.01786595, -0.03424289, -0.02840243, ...,  0.0030051 ,
               0.00450496,  0.0119617 ], dtype=float32)               ,
       array([-0.01786595, -0.03424289, -0.02840243, ...,  0.0030051 ,
               0.00450496,  0.0119617 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43951421_55719816.wav', 'sampling_rate': 16000}",I feel pain in my neck after waking up
3380,"{'array': array([array([-2.1159358e-03, -3.4354168e-03, -2.9655907e-03, ...,
              -4.3029948e-05, -1.8209459e-04, -3.5779951e-05], dtype=float32),
       array([-2.1159358e-03, -3.4354168e-03, -2.9655907e-03, ...,
              -4.3029948e-05, -1.8209459e-04, -3.5779951e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_42554554_19517953.wav', 'sampling_rate': 16000}",My head ache since I woke up this morning.
3381,"{'array': array([array([-0.00159677, -0.00153762, -0.0003843 , ..., -0.01607488,
              -0.02405523, -0.00769323], dtype=float32)               ,
       array([-0.00159677, -0.00153762, -0.0003843 , ..., -0.01607488,
              -0.02405523, -0.00769323], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44027675_95447214.wav', 'sampling_rate': 16000}",My wound opened up again
3382,"{'array': array([array([9.4912866e-05, 1.4931109e-04, 9.5646981e-05, ..., 5.5212335e-04,
              5.7688955e-04, 4.0236558e-04], dtype=float32)                   ,
       array([9.4912866e-05, 1.4931109e-04, 9.5646981e-05, ..., 5.5212335e-04,
              5.7688955e-04, 4.0236558e-04], dtype=float32)                   ],
      dtype=object), 'path': './recordings/1249120_43620482_17382820.wav', 'sampling_rate': 16000}",My hair is falling when I am combing it.
3383,"{'array': array([array([-0.0428688 , -0.06860094, -0.06320567, ..., -0.09438777,
              -0.09611262, -0.09645965], dtype=float32)               ,
       array([-0.0428688 , -0.06860094, -0.06320567, ..., -0.09438777,
              -0.09611262, -0.09645965], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29672643_37528035.wav', 'sampling_rate': 16000}",My back hurts a lot when I bend
3384,"{'array': array([array([-1.5461154e-04, -1.3387814e-04, -1.9881179e-04, ...,
               2.4983921e-04,  2.6734281e-04,  2.9720326e-05], dtype=float32),
       array([-1.5461154e-04, -1.3387814e-04, -1.9881179e-04, ...,
               2.4983921e-04,  2.6734281e-04,  2.9720326e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35832653_22145064.wav', 'sampling_rate': 16000}",I'm not feeling good I can't take my breath
3385,"{'array': array([array([-1.2285575e-04, -1.9377079e-04, -1.5547275e-04, ...,
              -6.6655368e-05, -6.7721092e-05, -5.9794278e-05], dtype=float32),
       array([-1.2285575e-04, -1.9377079e-04, -1.5547275e-04, ...,
              -6.6655368e-05, -6.7721092e-05, -5.9794278e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43898158_52540849.wav', 'sampling_rate': 16000}",There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
3386,"{'array': array([array([-0.00241867, -0.00421441, -0.00340538, ..., -0.00634628,
              -0.00369014,  0.00124194], dtype=float32)               ,
       array([-0.00241867, -0.00421441, -0.00340538, ..., -0.00634628,
              -0.00369014,  0.00124194], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_17632529_108661841.wav', 'sampling_rate': 16000}",My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.
3387,"{'array': array([array([ 4.82908263e-06, -6.74297262e-05, -2.00312177e-04, ...,
              -3.56656074e-07, -1.11143985e-04, -7.95034703e-06], dtype=float32),
       array([ 4.82908263e-06, -6.74297262e-05, -2.00312177e-04, ...,
              -3.56656074e-07, -1.11143985e-04, -7.95034703e-06], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44111844_34911846.wav', 'sampling_rate': 16000}",Is pimples a skin disease?
3388,"{'array': array([array([-0.02177047, -0.03453065, -0.03302568, ...,  0.07054897,
               0.06816485,  0.06312015], dtype=float32)               ,
       array([-0.02177047, -0.03453065, -0.03302568, ...,  0.07054897,
               0.06816485,  0.06312015], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44176037_93714115.wav', 'sampling_rate': 16000}",I have a hard muscle pain since i went to the gym
3389,"{'array': array([array([-7.8197307e-05, -2.3209935e-04, -9.1638567e-04, ...,
               9.8849443e-05, -5.9405831e-04, -5.3174968e-04], dtype=float32),
       array([-7.8197307e-05, -2.3209935e-04, -9.1638567e-04, ...,
               9.8849443e-05, -5.9405831e-04, -5.3174968e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44093303_34578569.wav', 'sampling_rate': 16000}",I tried alot of cream but i still feel the same skin problem
3390,"{'array': array([array([ 1.4732127e-05,  1.4947719e-04,  7.1779148e-05, ...,
               1.9127016e-05,  1.0385255e-04, -1.6177795e-04], dtype=float32),
       array([ 1.4732127e-05,  1.4947719e-04,  7.1779148e-05, ...,
               1.9127016e-05,  1.0385255e-04, -1.6177795e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38202325_24078029.wav', 'sampling_rate': 16000}",My ear hurts when I touch it.
3391,"{'array': array([array([ 7.7286217e-04,  2.1644698e-03,  1.9744795e-03, ...,
              -6.8000855e-04, -3.3533154e-04,  9.1815033e-05], dtype=float32),
       array([ 7.7286217e-04,  2.1644698e-03,  1.9744795e-03, ...,
              -6.8000855e-04, -3.3533154e-04,  9.1815033e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35448024_106754951.wav', 'sampling_rate': 16000}",Sometimes my body feels week without reason
3392,"{'array': array([array([ 0.00126211, -0.00194565, -0.00138954, ..., -0.0275572 ,
               0.00174758, -0.01332072], dtype=float32)               ,
       array([ 0.00126211, -0.00194565, -0.00138954, ..., -0.0275572 ,
               0.00174758, -0.01332072], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44197979_20013077.wav', 'sampling_rate': 16000}",I was very active in sports but now my body is feeling pain.
3393,"{'array': array([array([-2.3488767e-04, -2.5426943e-04, -2.2931551e-04, ...,
              -1.6182161e-05, -1.3846254e-04, -1.4892459e-04], dtype=float32),
       array([-2.3488767e-04, -2.5426943e-04, -2.2931551e-04, ...,
              -1.6182161e-05, -1.3846254e-04, -1.4892459e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35408915_14980096.wav', 'sampling_rate': 16000}","i can't move my leg, there is pain in the joint"
3394,"{'array': array([array([ 1.8593470e-04,  3.4301824e-04,  4.6180346e-04, ...,
               2.1392525e-04,  4.3553755e-06, -2.5239648e-04], dtype=float32),
       array([ 1.8593470e-04,  3.4301824e-04,  4.6180346e-04, ...,
               2.1392525e-04,  4.3553755e-06, -2.5239648e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_22423108_37304641.wav', 'sampling_rate': 16000}","Laceration, rupture or opening in the skin"
3395,"{'array': array([array([ 0.04276034,  0.03795367,  0.00958148, ..., -0.00548588,
              -0.00254416, -0.00486384], dtype=float32)               ,
       array([ 0.04276034,  0.03795367,  0.00958148, ..., -0.00548588,
              -0.00254416, -0.00486384], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_13842059_18949363.wav', 'sampling_rate': 16000}",I was playing soccer and I twisted my ankle
3396,"{'array': array([array([ 0.00108785,  0.00078344, -0.00042867, ..., -0.00156137,
              -0.00152001, -0.00236681], dtype=float32)               ,
       array([ 0.00108785,  0.00078344, -0.00042867, ..., -0.00156137,
              -0.00152001, -0.00236681], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43855932_69074623.wav', 'sampling_rate': 16000}",my ankle is hurting me
3397,"{'array': array([array([ 9.7934171e-05,  1.3743422e-04,  3.6450332e-05, ...,
               8.9149369e-04, -5.3969398e-04, -1.5986369e-03], dtype=float32),
       array([ 9.7934171e-05,  1.3743422e-04,  3.6450332e-05, ...,
               8.9149369e-04, -5.3969398e-04, -1.5986369e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_14353703_41100151.wav', 'sampling_rate': 16000}",It is like I have a needle pushing through my heart.
3398,"{'array': array([array([-1.8772157e-04, -2.5585960e-04, -4.0957686e-05, ...,
              -1.5626830e-04, -1.1648493e-04, -1.2523461e-04], dtype=float32),
       array([-1.8772157e-04, -2.5585960e-04, -4.0957686e-05, ...,
              -1.5626830e-04, -1.1648493e-04, -1.2523461e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44292353_79362392.wav', 'sampling_rate': 16000}",I feel very hard to breathe
3399,"{'array': array([array([ 0.00343971,  0.00978193,  0.00759022, ..., -0.0008774 ,
              -0.00048208,  0.00036726], dtype=float32)               ,
       array([ 0.00343971,  0.00978193,  0.00759022, ..., -0.0008774 ,
              -0.00048208,  0.00036726], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_40419625_101061145.wav', 'sampling_rate': 16000}",When I stand up too quickly I start to feel dizzy and light-headed
3400,"{'array': array([array([-8.5726489e-05, -7.6037017e-05,  6.7993678e-05, ...,
               7.5246632e-04,  6.9927273e-04,  3.9664164e-04], dtype=float32),
       array([-8.5726489e-05, -7.6037017e-05,  6.7993678e-05, ...,
               7.5246632e-04,  6.9927273e-04,  3.9664164e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_39154234_31560381.wav', 'sampling_rate': 16000}",I have a dull ache in  my lower back which makes it difficult to move
3401,"{'array': array([array([ 2.1939696e-04,  3.4682106e-04,  2.5679235e-04, ...,
               1.1362241e-04,  1.0589829e-04, -1.9804247e-05], dtype=float32),
       array([ 2.1939696e-04,  3.4682106e-04,  2.5679235e-04, ...,
               1.1362241e-04,  1.0589829e-04, -1.9804247e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35154350_86104942.wav', 'sampling_rate': 16000}",My chest hurts when I smoke
3402,"{'array': array([array([-0.0005919 , -0.00121967, -0.00119523, ...,  0.00137179,
               0.00197818,  0.00137448], dtype=float32)               ,
       array([-0.0005919 , -0.00121967, -0.00119523, ...,  0.00137179,
               0.00197818,  0.00137448], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_39154234_30443036.wav', 'sampling_rate': 16000}",When I stand up too quickly I feel as though I'm going to faint.
3403,"{'array': array([array([ 4.5025365e-05,  7.9147641e-05, -1.5848686e-04, ...,
              -1.4315651e-03, -1.4271009e-03, -1.2819109e-03], dtype=float32),
       array([ 4.5025365e-05,  7.9147641e-05, -1.5848686e-04, ...,
              -1.4315651e-03, -1.4271009e-03, -1.2819109e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_39154234_83642529.wav', 'sampling_rate': 16000}",I have a very rash sensation close to my arms
3404,"{'array': array([array([-0.00379416, -0.00625106, -0.00516127, ..., -0.00010897,
              -0.00070032,  0.00013744], dtype=float32)               ,
       array([-0.00379416, -0.00625106, -0.00516127, ..., -0.00010897,
              -0.00070032,  0.00013744], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42210938_34940989.wav', 'sampling_rate': 16000}",My knee catches and hurts when I first stand up after sitting.
3405,"{'array': array([array([ 4.4109431e-05, -2.2075161e-04, -5.8723742e-04, ...,
               1.0088471e-03,  2.4850233e-03,  2.3280513e-03], dtype=float32),
       array([ 4.4109431e-05, -2.2075161e-04, -5.8723742e-04, ...,
               1.0088471e-03,  2.4850233e-03,  2.3280513e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43698316_68711007.wav', 'sampling_rate': 16000}",Since I went into the forest  I have pain on my ear
3406,"{'array': array([array([ 1.00999605e-05,  4.77046815e-05,  4.62315838e-05, ...,
              -6.13793964e-05, -1.03390827e-04, -6.77969219e-05], dtype=float32),
       array([ 1.00999605e-05,  4.77046815e-05,  4.62315838e-05, ...,
              -6.13793964e-05, -1.03390827e-04, -6.77969219e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15830408_57076220.wav', 'sampling_rate': 16000}",I got injured exercising
3407,"{'array': array([array([-0.00034171,  0.00175187,  0.0012556 , ...,  0.00030983,
              -0.00076563, -0.00020686], dtype=float32)               ,
       array([-0.00034171,  0.00175187,  0.0012556 , ...,  0.00030983,
              -0.00076563, -0.00020686], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44235678_30259629.wav', 'sampling_rate': 16000}",My skin is itchy and inflamed
3408,"{'array': array([array([0.00170593, 0.00271712, 0.00256603, ..., 0.00230215, 0.00254798,
              0.0008877 ], dtype=float32)                                     ,
       array([0.00170593, 0.00271712, 0.00256603, ..., 0.00230215, 0.00254798,
              0.0008877 ], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44323331_24602215.wav', 'sampling_rate': 16000}",There is pain in my joints. I can not bear pain
3409,"{'array': array([array([-0.00040261, -0.00057169, -0.00042935, ..., -0.00037397,
              -0.00040188, -0.00049542], dtype=float32)               ,
       array([-0.00040261, -0.00057169, -0.00042935, ..., -0.00037397,
              -0.00040188, -0.00049542], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43316708_84184825.wav', 'sampling_rate': 16000}",There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
3410,"{'array': array([array([-0.00188915, -0.00227851, -0.00296596, ...,  0.00453657,
               0.00494415,  0.00051983], dtype=float32)               ,
       array([-0.00188915, -0.00227851, -0.00296596, ...,  0.00453657,
               0.00494415,  0.00051983], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44197979_82186125.wav', 'sampling_rate': 16000}",My sore looks like its not healing well.
3411,"{'array': array([array([-0.01122752, -0.01992425, -0.019999  , ...,  0.00329287,
               0.00452091,  0.00470722], dtype=float32)               ,
       array([-0.01122752, -0.01992425, -0.019999  , ...,  0.00329287,
               0.00452091,  0.00470722], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_15830408_19526724.wav', 'sampling_rate': 16000}","I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
3412,"{'array': array([array([-0.00134879,  0.00189306,  0.00424065, ..., -0.00659261,
              -0.00379535, -0.00315927], dtype=float32)               ,
       array([-0.00134879,  0.00189306,  0.00424065, ..., -0.00659261,
              -0.00379535, -0.00315927], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41203338_16457046.wav', 'sampling_rate': 16000}",I have an ear ache when showering
3413,"{'array': array([array([-1.0068013e-05, -2.2558095e-05, -1.9540014e-06, ...,
               7.3437882e-06,  4.0187688e-06,  9.1985921e-06], dtype=float32),
       array([-1.0068013e-05, -2.2558095e-05, -1.9540014e-06, ...,
               7.3437882e-06,  4.0187688e-06,  9.1985921e-06], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_28006404_26803163.wav', 'sampling_rate': 16000}",my abdominal muscles have great pain since i was at GYM
3414,"{'array': array([array([-0.00011732, -0.00043527, -0.00063889, ..., -0.0001574 ,
              -0.00021403,  0.00013334], dtype=float32)               ,
       array([-0.00011732, -0.00043527, -0.00063889, ..., -0.0001574 ,
              -0.00021403,  0.00013334], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_38548574_59097289.wav', 'sampling_rate': 16000}",I have a break in the skin between my thumb and index finger and it will not close.
